,Book_ID,Judul,No. ISBN,Penulis,Penerbit,Tanggal terbit,Kategori,Description,img_small_link,img_large_link
20,21,Sweetness of Cindy Gulla ( Edisi Tanda Tangan ),9786022201731,Cindy Gulla,Bukune,Desember - 2015,Memoar,"Cindy Gullamantan personel sebuah Idol Grouppunya banyak kisah yang mungkin belum kamu tahu.Ketidaksengajaannya terjun ke dunia entertainment, fobianya terhadap jarum suntik, kejomloannya yang belum berakhir, serta misteri di balik poni kondusifnya. Semuanya akan diceritakan Cigul dengan manis di Sweetness of Cindy Gulla!Profil Cindy GullaCindy Gulla adalah mantan personel JKT48 yang dikenal dengan keimutan wajah dan suaranya. Selain menyanyi dan menari, pemilik akun Twitter @Cindygulla0 ini juga bisa nge-host. Terbukti, Cigul dipercaya memegang dua acara di stasiun televisi swasta. Kamu bisa melihat aktivitasnya lewat foto dan video-video lucunya di IG: @cgulla dan Snapchat: @cindygulla0.",https://www.bukukita.com/babacms/displaybuku/89011.jpg,https://www.bukukita.com/babacms/displaybuku/89011_f.jpg
21,22,Putri Hujan Dan Kesatria Malam (Reguler),9786028740784,Sitta Karina,Lentera Hati,Agustus - 2020,Romance,"SINOPSIS:Tiga tahun yang lalu, Sisy pernah memiliki kisah cinta yang membuat hidupnya penuh warna. Saat hasrat, ego, dan angan berpadu jadi satu. Kini, setelah menetap di San Francisco, masa lalu kembali menghampirinyadan itu bukan hanya sosok Diaz Hanafiah.Setelah skandal heboh di Hotel Champrey, Diaz berusaha fokus menata hidup dan unjuk gigi dalam proyek besar Hanafiah Group. Tetapi ia sadar, bertolak ke SF berarti menjemput asa untuk berjumpa kembali dengan Sisy putri hujannya.Ketika obsesi dan kedengkian mengambil alih, reuni manis itu pun berubah jadi petaka berdarah dengan nyawa Diaz sebagai taruhannya.Sejauh mana mereka akan berkorban demi cintasesuatu yang pernah mewujud di masa lalu, namun samar di masa mendatang?Baca kelanjutan kisah romantis Diaz Hanafiah dan Sisy Iswandaryo (novel Lukisan Hujan) serta misteri keberadaan Swords Tears pada buku ke-4 serial Keluarga Hanafiah edisi revisi ini!",https://www.bukukita.com/babacms/displaybuku/116568.jpg,https://www.bukukita.com/babacms/displaybuku/116568_f.jpg
22,23,Belajar Sambil Bermain,9786027002920,Tim Penerbit,Batavia Imaji,Agustus - 2014,Keterampilan,"Berkreasi, Belajar dan Bermain!13 halaman sarat aktivitas untuk berlatih menulis, mewarnai,membaca, dan berhitung.Cocok untuk anak-anak usia prasekolahhingga setingkat Taman Kanak-Kanak!",https://www.bukukita.com/babacms/displaybuku/77452.jpg,https://www.bukukita.com/babacms/displaybuku/77452_f.jpg
23,24,Aisyah Ibu dan Guru Ummat Muslim - Hard Cover,9786021683378,Abdul Hamid Thahmuz,Tatban,Oktober - 2017,Islam,"'Aisyah dimata kekasih dan shabatnyaIsi adalah isterimu di dunia dan akhirat:(Kata jibril kepada sang nabi)Wahai 'Aisyah, ini jibril mengucapkan salam untukmu'(Muhammad, utusan Allah)Kami tidak pernah menemukan kesulitan dalamhadis sama sekali ketika bertanya kepada 'aisyah, dan kamipasti akan mendapatkan ilmu darinya.( Abu Musa Al-Asy'ari)Gadis yang jujur puteri dari seorang bapak yang jujur. Ia adalah kekasih sang nabi,perempuan yang dibebaskan oleh langit dari gossip murahan.( Masruq bin Ajda' Al-Hamdani- seorang tabi'in yang terkenal )Ummu 'Abdillah, kekasih sang nabi. Puteri khalifah setelah rasul.Ia adalah salah satu dari pakar fikih dari kelangan shahabat nabi.( Imam Dzahabi )",https://www.bukukita.com/babacms/displaybuku/112629.jpg,https://www.bukukita.com/babacms/displaybuku/112629_f.jpg
24,25,JAHILIYAH KONTEMPORER DAN HEGEMONI NALAR KEKERASAN : Merajut Islam Indonesia Membangun Peradaban Dunia,9786021491379,"Prof. Dr. Abd A'la, M.Ag.",Lkis,2014,Islam,"JAHILIYAH KONTEMPORER DAN HEGEMONI NALAR KEKERASAN""Buku ini mengajak pembaca untuk memahami akar munculnya dan berkembangnya radikalisme dan terorisme secara komprehensif, baik yang berwujud gerakan fundamentalisme keagamaan-sektarian maupun fundamentalisme globalisasi-ekstrem. Dengan menggunakan kerangka teori-teori sejarah pemikiran Islam, teori sosial dan politik, Prof Abd Ala lewat buku ini menawarkan gagasan produktif bagaimana umat Islam agar mampu keluar dari himpitan gerakan terorisme, radikalisme dan fundamentalisme yang lahir dari dari globalisme yang sarat dengan ketidakadilan, kemujudan berpikir hingga politisasi agama. Dalam konteks ini, buku ini melihat bahwa Islam Indonesia mempunyai potensi menjadi solusi alternatif dalam membangun peradaban dunia yang damai dan rahmatan lil alamin. Buku ini terbagi menjadi tiga bagian untuk mengulas bahasan tersebut. Bagian pertama tentang Terorisme & Nalar Kekerasan. Bagian kedua, Islam dalam Himpitan Fundamentalisme Global & Radikalisme Sektarian, serta bagian ketiga adalah Membangun Peradaban Dunia dari Islam Indonesia.",https://www.bukukita.com/babacms/displaybuku/85015.jpg,https://www.bukukita.com/babacms/displaybuku/85015_f.jpg
25,26,Menu Terfavorit dan Hit dari instagram Cooking With Sheila - Full Colour,9789792965575,Sheila Gondowijoyo,Andi Publisher,Juli - 2018,Resep Masakan,"Berisi 270++ Resep LengkapFree Video cara masaknyaSemua resep Teruji dan Anti GagalBuku ini ditujukan untuk menjadi panduan bagi siapa saja yang suka memasak di rumah untuk keluarga, menjamu tamu istimewa ataupun mencari resep untuk dibuat usaha catering atau semacamnya. Membantu bagi siapa saja yang suka bingung mencari ide resep.Membantu bagi para pemula yang sedang belajar memasak. Bahkan, jika ingin mencari resep-resep tradisional untuk bernostalgia, dapat ditemukan dalam buku ini. Dijamin buku ini memuat resep cukup lengkap, mulai dari baking, minuman hingga resep masakan rumahan dan resto. Sangat lengkap bukan?!Jadi, saya berharap buku resep ini akhirnya akan mempunyai banyak noda-noda bumbu dan kumal saking sering Anda gunakan di dapur.Happy Cooking....Anyone can cook!!!",https://www.bukukita.com/babacms/displaybuku/107703.jpg,https://www.bukukita.com/babacms/displaybuku/107703_f.jpg
26,27,Doa Anak Saleh Al-Ikhlas Jilid 4 BK,9786021773055,Abu -Alkindie,IKHLAS MEDIA,November - 2015,Islam,"Kisah Rumah di Surgameski sebagai istri Raja Firaun, namun Siti Asiyah tetap beriman dan menyembah pada Allah Swt. Firaun adalah seorang raja mesir yang mengaku dirinya sebagai Tuhan. Ia menyuruh semua rakyatnya untuk menyembah dan beriman padanya. Jika ada yang membangkang, ia tak segan-segan akan menyiksanya dengan siksaan yang berat. Bahkan, siksaannya itu sampai menyebabkan kematian.Begitu pula pada Siti Asiyah. Meskipun ia istri Firaun, tapi ia juga tetap mengalami siksaan yang sama. Tentara Firaun memasung kedua tangan dan kepala Siti Asiyah. Selama disiksa, Siti Asiyah terus berdoa, ""Ya Allah. Bangunkanlah hamba-Mu sebuah rumah di sisi-mu di surga nanti, apapun yang terjadi. Keimanan dan kepercayaan hamba pada Mu tak sedikit pun berubah. Hamba rela mati demi memertahankan keimanan hamba pada-mu.""Ia sama sekali tak pernah mau mengikuti perintah untuk menyembah Firaun sampai akhirnya Siti Asiyah wafat dalam penyiksaan Firaun. Atas ketaatan dan ketakwaannya pada Allah, kemudian Allah Swt. pun membangunkan sebuah rumah di surga.",https://www.bukukita.com/babacms/displaybuku/88881.jpg,https://www.bukukita.com/babacms/displaybuku/88881_f.jpg
27,28,Future Skills,9786238036011,Perttu Polonen,Gemilang,Februari - 2023,Pengembangan Diri,"Seperti apa umat manusia 20 tahun mendatang atau 50 tahun mendatang? Keterampilan apa yang harus kita kembangkan pada zaman kemajuan teknologi yang tiada henti ini?Saintis, penemu, dan futuris Finlandia Perttu Plnen berpendapat bahwa tahap revolusi berikutnya adalah revolusi manusia. Untuk mengimbangi dunia yang serba digital, kita perlu mengembangkan kreativitas, ketekunan, kasih sayang, dan rasa ingin tahuketerampilan lunak yang memberi makna pada hidup dan membedakan kita dengan mesin.Dipenuhi dengan kisah-kisah yang menginspirasi dan contoh-contoh yang menggugah pikiran, buku ini berisi sebuah kurikulum masa depan. Sebuah panduan yang akan memberdayakan Anda untuk menggunakan kemampuan unik Anda agar dapat menguasai masa depan yang penuh ketidakpastian.***Kapasitas untuk memecahkan masalah adalah ciri utama umat manusia. Ini buku yang penuh informasi dan mendorong manusia untuk meningkatkan keterampilan yang harus dikembangkan pada masa mendatang. Saya rekomendasikan buku ini untuk murid-murid saya. Esther Wojcicki, jurnalis, pendidik, dan penulisTentang PenulisPerttu Plnen seorang pemikir muda yang visioner. Ia seorang multitalenta-saintis, penemu, dan futuris. Dia merupakan pemenang pertama dalam penghargaan European Union Contest for Young Scientists dan termasuk di antara inovator paling cemerlang kelompok usia di bawah 35 tahun di Eropa oleh MIT Tech Review. Dalam karyanya, Perttu menggabungkan pengetahuan yang diperolehnya selama belajar di Silicon Valley dan bekerja di Myanmar. Di negara asalnya, Finlandia, Perttu menjadi salah satu pembicara terkenal yang menginspirasi ribuan orang dalam ceramahnya.",https://www.bukukita.com/babacms/displaybuku/119716.jpg,https://www.bukukita.com/babacms/displaybuku/119716_f.jpg
28,29,"Islam & Kebangsaan: Tauhid, Kemanusiaan dan Kewarganegaraan(Reguler)",978623771339,M. Quraish Shihab,Lentera Hati,November - 2020,Islam,"Pada abad ke-21, Islam dan kebangsaan masih jadi masalah penting.Ada yang menilai paham kebangsaan bertentangan dengan tauhid: Ketuhanan Yang Maha Esa.Sebagian orang Islam berusaha menegakkan dr al-Islm (istilah yang tidak pernah ada dalam Al-Quran dan hadis) dan khilfah.M. Quraish Shihab menjernihkan konsep ummah dan qawm yang diperbandingkan dengan konsep bangsa. Dia juga menilik sejarah lahirnya kebangsaan di Barat dan khususnya di Timur Tengah. M. Quraish Shihab mendapati bahwa Islam dan kebangsaan seiring sejalan dan tidak bertentangan.Yang lebih penting dan menarik, buku ini menggambarkan bagaimana Nabi Muhammad saw. saat menghimpun manusia di Madinah menjadi satu umat dengan keragaman agama dan etnis. Itulah masyarakat madani, yang pantas disebut masyarakat terbuka atau masyarakat warga yang diterapkan pertama kali dalam sejarah manusia",https://www.bukukita.com/babacms/displaybuku/117124.jpg,https://www.bukukita.com/babacms/displaybuku/117124_f.jpg
29,30,Perbesar Otakmu!: Ubah Mindset Anda agar Segala Urusan Hidup Menjadi Lebih Ringan,9786238036042,Dr. Khalid Bin Shalih Al-Munif,Gemilang,Februari - 2023,Psikologi,"Hidup sering kali terasa berat kita jalani. Begitu banyak masalah yang kita rasakan begitu menyebalkan dan menyakitkan. Pikiran rasanya kacau-balau, jiwa terguncang, dan seperti ada beban yang begitu berat menindih kita. Parahnya, kita sering kali kesulitan menemukan jalan keluar atau cara yang tepat untuk bisa lepas dan keluar dari situasi itu. Atau, ketika kita merasa telah menemukan caranya, ternyata cara itu tidak manjur dan keliru, sehingga tak membuahkan hasil yang diharapkan. HDibumbui banyak kisah inspiratif, baik dari kehidupan nyata, dari film, maupun dari literatur klasik dan mutakhir, buku ini akan menunjukkan kepada kita cara cerdas dan gemilang untuk mengatasi apa pun masalah hidup. Buku ini juga akan membantu kita untuk bisa menciptakan ketenangan batin dan meraih kesuksesan sejati. Kunci utamanya, tegas penulis buku ini yang juga psikolog dan motivator papan atas Timur Tengah, adalah pada pola pikir atau mindset kita. Kita hanya perlu meluaskan pola pikir kita. Seruwet apa pun masalah kita, jangan sampai kita malah mempersempit pola pikir kita sendiri. Perbesar otakmu jika ingin hidup dengan jiwa tenang dan hati nyaman. Perbesar otakmu jika ingin orang lain menghormati dan menghargaimu. Perbesar otakmu jika ingin menangkap peluangmu. Perbesar otakmu jika ingin mengurangi sikap keras kepala dan egois. Perbesar otakmu jika ingin keluar dari arena konflik, perselisihan, dan hal sepele.",https://www.bukukita.com/babacms/displaybuku/119717.jpg,https://www.bukukita.com/babacms/displaybuku/119717_f.jpg
30,31,META MORE PROCESS ( Metamoreprocess oleh Lucy Kusman ),9786236939468,Lucy Kusman,Bukukita.com,Februari - 2023,Psikologi,"METAMOREPROCESSSiapa aku? Mengapa aku tidak percaya diri? Apa sebenarnya yang aku inginkan? Seperti apa masa depanku?Seperti seekor ulat, kadang kita tidak menyadari potensi yang kita miliki. Padahal seekor ulat dapat tumbuh menjadi kupu-kupu cantik, yang mampu terbang tinggi menjelajah langit.Butuh usaha, sumber daya dan pengorbanan untuk membuka kekayaan potensi kita. Ulat tidak beristirahat dalam kepompong, namun dia bekerja keras mengubah dirinya bertransformasi menjadi kupu-kupu yang indah.Ketika saatnya tiba, ulat berubah menjadi kupu-kupu, siap menjalani kehidupan baru penuh keajaiban, yang tidak pernah terbayangkan sebelumnya.Buku MetaMOREprocess adalah buku tentang Anda, saya dan kita. Buku ini akan menemani petualangan asyik bertransformasi menjadi versi diri kita yang lebih indah.Kita diajak untuk menikmati perjalanan hidup Ulla, seekor ulat kecil yang awalnya merasa tidak berdaya, lalu menjalani proses perubahan ajaib di kepompongnya, sampai akhirnya berubah menjadi kupu-kupu cantik yang berkarya membantu penyerbukan bunga-bunga di sekitarnya.Melalui cerita tentang Ulla dan coaching conversation-nya bersama Kupu, saya berharap kita akan bisa berkaca untuk melihat kehidupan yang sedang kita jalani.Dari pengalaman Ulla, kita bisa mendapat tips praktis untuk bertumbuh, bertransformasi di tiga tahapan kehidupan, yaitu saat kita berpikir, merasa, bersikap seperti ulat, kepompong dan kupu-kupu.MetaMOREprocess adalah buku tentang proses petualangan menyadari, mengenal, menerima dan mencintai diri kita yang otentik.Proses menumbuhkan kemauan dan kemampuan kita, yang membuka begitu banyak sumber daya, dan pada akhirnya membuat kita senantiasa mensyukuri pencapaian-pencapaian sepanjang hidup kita.Tanpa bermaksud menggurui, saya ingin berbagi pengalaman melalui buku ini. Mari bertransformasi bersama, hingga menjadi pribadi yang lebih indah setiap harinya.Terima kasihLucy KusmanSelf Transformation Coach",https://www.bukukita.com/babacms/displaybuku/119701.jpg,https://www.bukukita.com/babacms/displaybuku/119701_f.jpg
31,32,YLAI Interactive Book - Tugas Penting Kartika,9786024580711,Tim Pelangi Indonesia,PELANGI INDONESIA,Maret - 2022,Cerita Anak,"Untuk Usia 4 tahun dan ke atasHalaman24 UkuranA4Penerbit Pelangi IndonesiaKartika memiliki tugas penting. Dia akan menjadi pengiring pengantin di acara pernikahan. Namun, dia harus memakai pakaian khusus yang belum pernah dipakainya. Semuanya sulit dipakai, membuat Kartika hampir menyerah. Kemudian, dia menemukan cara untuk memakai semua pakaian itu dengan mudah. Bisakah kamu menebak rahasia Kartika?",https://www.bukukita.com/babacms/displaybuku/118624.jpg,https://www.bukukita.com/babacms/displaybuku/118624_f.jpg
32,33,Insyaallah Lulus UN,9786021258996,Heru Kurniawan & Titi Anisatul Laely,Adi Bintang,Oktober - 2014,Pelajaran Sekolah,"Kalian mungkin sudah mumet dan puyeng dengan buku pelajaran. Setiap hari di sekolah ketemu buku-buku itu juga. Tapi kan itu memang kewajiban kalian sebagai murid sekolah. Nah, ini buku untuk membuatmu tetep pintar tapi juga terhibur.",https://www.bukukita.com/babacms/displaybuku/79515.jpg,https://www.bukukita.com/babacms/displaybuku/79515_f.jpg
33,34,Muhammad Sang Teladan - Hard Cover,9786026563705,Abdurrahman Asy-Syarqawi,Senja Publishing,2019,Islam,"Sebagai umat Nabi Muhammad SAW, maka sudah selayaknya kita mengenal beliau.Tujuannya bukan saja sekedar mengetahui secara kronologis perjalanan hidup beliau sebelum lahir hingga wafatnya, tetapi juga harus mengambil pelajaran dan keteladanan dari beliau, karena inilah hakikat pentingnya memahami Keteladanan Nabi Muhammad SAW.Muhammad adalah pelopor dari segala pelopor, yang luar biasa... dalam hal kebaikan, kasih sayang, pembebasan dari belenggu kekafiran dan kemunafiqan; dan keberhasilan perjuangannya mengentaskan manusia dari kegelapan kepada cahaya sungguh merupakan rahmat, anugerah, dan kemuliaan yang tiada hal yang serupa dengannya. Kehadirannya, bahkan sebelum kemunculannya, telah memancarkan cahaya dan menyebar berkah, yang segenap makhluk di bumi ini mendambakannya.Sungguh, Muhammad sebenarnya bukan manusia biasa, meski kata-kata ini yang senantiasa ia ucapkan, la adalah pancaran cahaya Ilahi yang diciptakan untuk kebaikan manusia dan seluruh makhluk di bumi ini.Semoga Pembaca senantiasa mendapat limpahan rahmat dan pahala dari Allah Swt sehingga kita dapat memperluas wawasan dan mengambil manfaat yang sebanyak-banyaknya dari buku ini.",https://www.bukukita.com/babacms/displaybuku/112665.jpg,https://www.bukukita.com/babacms/displaybuku/112665_f.jpg
34,35,Sehat dengan Rempah dan Bumbu Dapur,9786024120115,Made Astaman,Kompas,Maret - 2016,Pengetahuan Kesehatan,view Sehat dengan Rempah dan Bumbu Dapur,https://www.bukukita.com/babacms/displaybuku/91450.jpg,https://www.bukukita.com/babacms/displaybuku/91450_f.jpg
35,36,Tarekat Petani : Fenomena Tarekat Syattariyah Lokal,9789791677653,"Prof. Dr. Nur Syam, M.A.",Lkis,Januari - 2013,Kebudayaan,"Dinamika hubungan tarekat dan kebudayaan (Jawa) sesungguhnya tidak berada di dalam suasana antagonistis, tetapi simbiosis-mutualistik. Keduanya saling membutuhkan, sehingga membentuk corak budaya yang khas, yaitu agama kaum sufi. Agama kaum sufi tersebut tidak sepenuhnya bercorak Arab, tetapi juga tidak bertentangan dengan tradisi Arab; tidak sepenuhnya budaya Jawa, tetapi juga tidak bertentangan dengan budaya Jawa. Dapat dikatakan bahwa agama kaum sufi adalah agama dalam coraknya yang melokal.",https://www.bukukita.com/babacms/displaybuku/59924.jpg,https://www.bukukita.com/babacms/displaybuku/59924_f.jpg
36,37,Islam Yang Saya Pahami (reguler),9786027720831,M. Quraish Shihab,Lentera Hati,Juli - 2018,Islam,view Islam Yang Saya Pahami (reguler),https://www.bukukita.com/babacms/displaybuku/107567.jpg,https://www.bukukita.com/babacms/displaybuku/107567_f.jpg
37,38,AL-MAIDAH 51: Satu Firman Beragam Penafsiran,9786027720879,M. Quraish Shihab,Lentera Hati,Juli - 2019,Islam,view AL-MAIDAH 51: Satu Firman Beragam Penafsiran,https://www.bukukita.com/babacms/displaybuku/112870.jpg,https://www.bukukita.com/babacms/displaybuku/112870_f.jpg
38,39,Mari Bung Rebut Kembali - Surya Paloh 2010-2012,9786029618433,Willy Aditya,Media Indonesia,Oktober - 2012,Biografi," BUKU Mari  Bung Rebut Kembali berisi 16 pidato Surya Paloh dalam berbagai acara dan  kesempatan sejak ia mendeklarasikan Nasional Demokrat (Nasdem) tahun 2010  hingga 2012 saat organisasi kemasyarakatan itu berulang tahun yang pertama dan  melahirkan embrio Partai Nasdem. Willy Aditya, sang editor, yang selalu  mengkuti Surya Paloh ke mana pun pergi, menilai ada yang unik dengan pernyataan  Surya Paloh ketika CEO Media Group itu berpidato. Surya Paloh sangat konsisten  dengan semangat nasionalisme kebangsaannya.  ""Seluruh pidatonya beraras pada  mainstream spirit kebangsaan. Surya Paloh tidak pernah meninggalkan semangat  kebangsaan dalam pidato-pidatonya. Sebagai seorang nasionalis, hal tersebut  tentu adalah agenda utamanya. Sebagai orang pergerakan, dia tidak akan berhenti  menyampaikan pikiran dan semangatnya lewat pidato-pidatonya,"" tulis Willy dalam  pengantarnya di buku ini. Lazimnya, saat Surya Paloh akan berbicara  dalam berbagai acara resmi, ada tim yang telah menyiapkan pidato tertulis  (tentu setelah tim mendapat masukan dari Surya Paloh). Tapi, ketika yang  bersangkutan ada di lapangan, praktis pidato yang telah disiapkan itu tak  pernah dibaca. Surya Paloh pun berpidato dengan gaya khasnya, baik bahasa  tubuh, maupun isi pidatonya. Lagi-lagi, pesan yang disampaikan sangat kental  dengan semangat nasionalisme kebangsaan yang bersumber dari Pancasila yang  baginya merupakan modal fundamental NKRI yang tak bisa ditawar-tawar dengan  ideologi apa pun. Willy mencatat itu semua dengan jeli dan  dijabarkan dalam kumpulan pidato yang terbagi dalam 16 bab. Disunting oleh  Gantyo Koespradono, wartawan senior Media Indonesia, narasi kumpulan pidato itu  terasa lebih hidup, seolah pembaca sedang menyimak Surya Paloh sedang berorasi  di depan massa. Pada beberapa bagian, penyunting bahkan sengaja ""membiarkan""  istilah-istilah atau kata-kata tak lazim (menyalahi tata bahasa Indonesia) yang  kerap diucapkan Surya Paloh. Di sinilah justru menariknya buku ini.  Buku Mari  Bung Rebut Kembali tak ubahnya adalah ""alat rekam abadi"" bagi pemikiran-pemikiran  Surya Paloh, dan bisa menjadi sumbangsih dalam memajukan peradaban bangsa ini,  khususnya dalam kehidupan berbangsa dan bernegara yang berkali-kali disebut  Surya Paloh sekarang ini dalam keadaan bahaya. Setelah Bung Karno, tidak ada tokoh di  negeri ini yang mampu berpidato yang kontennya adalah ""perlawanan"" terhadap  uaya menghancurkan persatuan dan kesatuan bangsa. Rupanya, sang pengganti Bung  Karno telah lahir, yaitu Surya Paloh.  Maka, tidaklah berlebihan jika  Rachmawati, salah seorang putri Bung Karno berkata: ""Setiap Surya Paloh berpidato, saya seperti menyaksikan  gelegar pidato-pidato Bung Karno.  Karakter pidatonya selalu memberikan kelugasan dan ketegasan sikap terhadap  masalah bangsa yang sedang kita hadapi.""***",https://www.bukukita.com/babacms/displaybuku/57877.jpg,https://www.bukukita.com/babacms/displaybuku/57877_f.jpg
39,40,Hadits Shahih Bukhari Muslim - Hard Cover,9786021789803,Muhammad Fuad Abdul Baqi,FATHAN PRIMA MEDIA,2013,Islam,view Hadits Shahih Bukhari Muslim - Hard Cover,https://www.bukukita.com/babacms/displaybuku/112626.jpg,https://www.bukukita.com/babacms/displaybuku/112626_f.jpg
40,41,Seluas Langit Biru by Sitta Karina (masih ada ttd ),97862354950261,Sitta Karina,Literati-books,Oktober - 2022,Remaja,"Edisi tanda tangan sangat terbatas, yuk segera order sebelum kehabisanIanca Hanafiah yang berjiwa bebas pernah membuat kesepakatan dengan Reno sang kakak demi membersihkan nama sepupunya dari skandal: Bi menghadiri meeting di MataCakra Internasional selama sebulan. Tak disangka-sangka, yang Bi dapatkan justru lebih dari sekadar itu; ia dijodohkan dengan dengan pewaris konglomerasi MataCakra Internasional yang dingin dan tegas, Sultan Syahrizki, bersamaan dengan supaya akuisisi Hanafiah Group terhadap perusahaan tersebut. Demi keluarga besarnya, Bianca menerima gagasan itu dan langsung menjadi tunangan Sultan. Tetapi, kejadian pada suatu malam mengubah hidupnya. Bi yang hatinya remuk akibat upaya perjodohan sepihak, terlibat perkelahian di klub malam dan bertemu Sora si tampan bermata sipit yang tanpa sungkan membantunyamembuatnya terpukau pada perjumpaan pertama mereka. Sosok yang tak lain adik satu-satunya SultanBagi yang pernah membaca buku Sitta Karina, buku ini wajib punya, Novel sangat bagus untuk dimiliki.Silahkan Order segera untuk mendapatkan versi buku yang diberi Tanda tangan, stok terbatas",https://www.bukukita.com/babacms/displaybuku/119451.jpg,https://www.bukukita.com/babacms/displaybuku/119451_f.jpg
41,42,Tes Potensi Akademik,9786029682854,Eki Daniswara,Oncor Semesta Publisher,Agustus - 2010,Penunjang Pelajaran,view Tes Potensi Akademik,https://www.bukukita.com/babacms/displaybuku/56996.jpg,https://www.bukukita.com/babacms/displaybuku/56996_f.jpg
42,43,Karyawan Juga Bisa Kaya: 7 resep makmur yang dibuktikan pensiunan & karyawan (Hard Cover),9786020292588,Ippho Santosa,Elex Media Komputindo,Desember - 2016,Motivasi,"Buku Karyawan juga bisa kaya berisi 7 resep makmur yang telah dibuktikan oleh ribuan karyawan dan pensiunan.Mengapa para profesional sangat merekomendasikan buku ini?Mengapa ribuan karyawan mengalami perubahan besar melalui buku ini?Buku ""Karyawan juga bisa kaya"" ditulis oleh tiga pakar, yaitu: Ippho Santosa, Nasrullah dan Endy Kurniawan.Buku bercover biru ini mengupas dari secara mendalam tentang kemapanan finansial khusus bagi karyawan, termasuk pensiunan. Berikut adalah tujuh rahasia kemakmuran yang terdapat pada Buku Karyawan juga bisa kaya.Mengapa Doa Belum Dikabulkan?Mengapa Nasib Gitu Gitu Saja?Bagaimana Cara Mengundang Keajaiban?Bagaimana Cara Menghimpun Kemakmuran?Bagaimana Cara Menjadi Pensiunan Sukses?Bagaimana Cara Menjadi Karyawan Kaya?Bagaimana Cara Mengatasi Ancaman Finansial?Bila kemapanan finansial itu penting menurut Anda, berarti buku Karyawan juga bisa kaya ini harus Anda baca dan harus Anda pinjamkan kepada tim Anda. Finally, happy action!",https://www.bukukita.com/babacms/displaybuku/98094.jpg,https://www.bukukita.com/babacms/displaybuku/98094_f.jpg
43,44,STEVE JOBS: Seniman Teknologi Revolusioner Abad 21,9786025907500,Sony Adams,Anak Hebat Indonesia,Oktober - 2018,Biografi,"Saya bangga akan banyak hal yang belum kami lakukan sama halnya dengan banyak hal yang sudah kami lakukan. Inovasi adalah berkat tidak ke ribuan hal.Orang-orang berpikir bahwa fokus itu berarti berkata ya ke hal yang harus Anda kerjakan. Namun sebenarnya sama sekali tidak tepat. Itu berarti berkata tidak ratusan ide hebat lainnya. Anda harus memilihnya hati-hati.Keunggulan dari buku ini adalah :1. Buku ini mengulas secara ringkas namun padat mengenai biografi sang pendiri Apple Computer, dengan ilustrasi yang menggambarkan beberapa momen dalam hidupnya.2. Bagi pembaca yang ingin mengenal sosok revolusioner industri digital ini tanpa pusing-pusing membaca buku tebal mengenai kisah hidup pesaing Bill Gates ini, buku ini cocok menjadi teman Anda. Buku ini sudah menjelaskan secara detail poin utama dari masa kelahiran sampai tutup usia Steve Jobs di antara kisah-kisah spektakuler dan melankolis dalam hidupnya.3. Dalam buku ini diulas juga jatuh bangun si anak haram yang kelak mengguncang Silicon Valley menjadi raja industri digital, mulai dari didepaknya ia dari perusahaan yang dibangun, mendirikan perusahaan baru yang mampu menghasilkan film animasi terlaris, Toy Story, serta kembalinya sang raja ke singgasana CEO Apple hanya beberapa tahun sebelum kematiannya.",https://www.bukukita.com/babacms/displaybuku/109658.jpg,https://www.bukukita.com/babacms/displaybuku/109658_f.jpg
